airline_sentiment,text
2,southwestair flight wifi tmobile wifi calling makes best combination love texting feet air
0,southwestair become like every airline crooked believe taking shouldwearmasks shocked
0,southwestair conf f neqm flight delayed hours friend waited bday please follow
0,southwestair twitter cust svc rule dont say fell short told u u u cant solve problem say anything
0,southwestair disappointed service received checked online checked flight status online checked airport
2,southwestair great day air url
2,southwestair thanks
2,southwestair thanks two smooth safe fast flights boston houston luvswa url
2,southwestair really love customer service lou ann phx rocks thanks sw ourguest
1,see atl southwestair congrats destinationdragons winners ready atlanta url url
1,southwestair enrolled atl companion pass offer booked flights already may start using pass
0,southwestair disappointed customer service right definitely feeling luv worse nd time winter
1,southwestair follow back dm info
2,southwestair katie gate c denver international fantastic customer service helping new flyers thx amazing staff
0,southwestair kudos bag handler dtw gate pm ran keep bags hitting ground degree temp url
2,southwestair crew flight awesome tell sent tweet maybe give free wifi canthurtasking
2,southwestair thankyou
1,southwestair much ur wifi fam
1,southwestair imaginedragons tried okay
2,southwestair happy enter sweepstakes nutsaboutsouthwest
2,southwestair thanks great customer service today
1,southwestair vinyl part prize
2,southwestair beyond ready
0,southwestair called told bag made phl still delivered call delivery service
1,southwestair looks like brooding skies ont evening url
1,southwestair monkey business luv swa mdw mci homeandreadyfornexttrip url
2,southwestair favorite airlines never issues plus crew entertaining
0,southwestair way give voice customers pay services satisfactorily delivered justsayin
2,southwestair flight attendants really funny sass giving life
0,southwestair genuinely surprised upgrade people cancelled flight flights least put comparable spot
2,southwestair following thank
0,southwestair would someone please dm customer relations number website customer service
0,southwestair second time row received text updates flight time change offer use
0,southwestair cancelled flightled flight back queue want charge business class stay classy
0,southwestair hope flyers get credit sort delays cancelled flightlations shittydeal notimpressed
0,southwestair taylorlumsden taylor u got ta love swa responsiveness least huh
2,southwestair good thanks
2,southwestair thank
0,southwestair love taking money taking halfway home sorry late flight
